unit,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL
65,19,10.0025,0.25,100.0,489.05,604.11,1492.08,1301.22,10.52,15.48,394.69,2318.78,8775.85,1.26,45.18,371.68,2387.97,8131.15,8.6059,0.03,367,2319,100.0,28.71,17.1725,332
65,20,0.0022,0.0,100.0,518.67,641.64,1580.59,1395.85,14.62,21.6,554.34,2387.93,9060.05,1.3,47.29,522.19,2387.95,8129.85,8.4005,0.03,390,2388,100.0,39.11,23.4733,331
65,21,0.0028,0.0,100.0,518.67,642.11,1582.6,1397.08,14.62,21.6,553.98,2387.96,9051.51,1.3,47.13,522.06,2387.98,8135.28,8.3799,0.03,392,2388,100.0,39.01,23.4693,330
65,22,9.9991,0.2512,100.0,489.05,603.82,1489.41,1302.61,10.52,15.48,395.92,2318.78,8770.23,1.26,45.13,372.71,2387.97,8132.18,8.619,0.03,369,2319,100.0,28.72,17.2,329
65,23,41.9984,0.84,100.0,445.0,549.03,1340.28,1108.62,3.91,5.71,138.63,2211.89,8316.58,1.02,41.67,130.62,2387.98,8082.69,9.3219,0.02,330,2212,100.0,10.44,6.3784,328
65,24,41.9995,0.842,100.0,445.0,549.15,1343.26,1113.44,3.91,5.71,138.79,2211.94,8311.57,1.02,41.8,130.48,2387.99,8078.37,9.3508,0.02,330,2212,100.0,10.63,6.3858,327
65,25,35.0055,0.84,100.0,449.44,555.21,1357.32,1122.08,5.48,7.99,195.07,2222.91,8352.28,1.02,41.65,182.86,2387.97,8061.71,9.2862,0.02,333,2223,100.0,15.04,9.0078,326
65,26,35.0028,0.84,100.0,449.44,555.21,1355.85,1111.59,5.48,8.0,194.21,2222.88,8345.21,1.02,41.53,183.44,2388.0,8062.75,9.2811,0.02,333,2223,100.0,14.85,8.9819,325
65,27,20.0043,0.7,100.0,491.19,606.72,1481.74,1232.96,9.35,13.64,334.75,2323.92,8711.36,1.07,43.98,315.1,2387.99,8058.6,9.148,0.02,363,2324,100.0,24.5,14.6516,324
65,28,35.0043,0.84,100.0,449.44,555.52,1359.3,1117.44,5.48,7.99,194.64,2222.85,8351.18,1.02,41.72,182.53,2387.93,8068.22,9.266,0.02,333,2223,100.0,14.83,8.8098,323
65,29,9.9988,0.25,100.0,489.05,604.29,1498.52,1298.1,10.52,15.48,395.01,2318.75,8773.74,1.26,45.2,371.61,2387.98,8125.97,8.6068,0.03,368,2319,100.0,28.49,17.2366,322
65,30,25.0024,0.62,60.0,462.54,535.98,1260.24,1035.78,7.05,9.02,176.2,1915.27,8004.84,0.94,36.46,164.56,2028.19,7870.37,10.823,0.02,305,1915,84.93,14.46,8.651,321
65,31,25.0059,0.62,60.0,462.54,536.4,1256.75,1042.95,7.05,9.02,175.31,1915.33,8005.03,0.94,36.47,164.58,2028.18,7872.49,10.8704,0.02,306,1915,84.93,14.4,8.5524,320
65,32,0.0024,0.0,100.0,518.67,641.91,1576.5,1388.11,14.62,21.6,554.79,2388.03,9057.39,1.3,47.17,522.22,2387.97,8135.36,8.4019,0.03,392,2388,100.0,39.21,23.4591,319
65,33,42.0048,0.8401,100.0,445.0,549.21,1343.4,1111.94,3.91,5.71,139.25,2211.91,8317.93,1.02,41.61,130.92,2387.98,8084.48,9.3392,0.02,329,2212,100.0,10.71,6.3775,318
65,34,20.004,0.7,100.0,491.19,606.78,1476.0,1236.92,9.35,13.64,334.56,2323.85,8718.17,1.08,44.16,314.95,2387.95,8057.19,9.1709,0.02,363,2324,100.0,24.56,14.9174,317
65,35,42.0029,0.8406,100.0,445.0,549.24,1336.3,1116.06,3.91,5.71,138.66,2211.9,8322.92,1.02,41.7,130.61,2387.98,8081.62,9.312,0.02,328,2212,100.0,10.5,6.4433,316
65,36,0.0005,0.0,100.0,518.67,642.01,1585.89,1392.59,14.62,21.6,554.56,2387.93,9057.22,1.3,47.12,522.69,2388.02,8132.66,8.3749,0.03,390,2388,100.0,39.18,23.3626,315
65,37,10.0034,0.25,100.0,489.05,604.3,1495.52,1293.69,10.52,15.48,394.29,2318.76,8769.68,1.26,45.04,371.6,2387.93,8129.39,8.6121,0.03,367,2319,100.0,28.61,17.2547,314
65,38,20.0029,0.7,100.0,491.19,607.0,1471.52,1241.55,9.35,13.64,334.68,2323.83,8718.78,1.07,44.1,315.07,2387.93,8061.05,9.1831,0.02,363,2324,100.0,24.68,14.8028,313
65,39,41.9983,0.8403,100.0,445.0,549.27,1346.59,1105.88,3.91,5.71,139.26,2211.99,8322.36,1.02,41.79,130.86,2387.99,8079.09,9.3141,0.02,329,2212,100.0,10.58,6.3972,312
65,40,35.0036,0.8408,100.0,449.44,554.86,1357.16,1120.1,5.48,7.99,195.35,2222.87,8342.65,1.02,41.48,182.15,2388.01,8063.54,9.2624,0.02,333,2223,100.0,14.95,8.8839,311
65,41,41.9988,0.84,100.0,445.0,548.97,1350.15,1112.64,3.91,5.71,138.63,2211.94,8320.43,1.02,41.68,130.54,2388.04,8087.92,9.3014,0.02,330,2212,100.0,10.46,6.3374,310
65,42,0.0017,0.0016,100.0,518.67,642.51,1589.35,1393.05,14.62,21.6,554.71,2387.91,9051.03,1.3,47.11,522.18,2387.98,8134.56,8.383,0.03,391,2388,100.0,39.07,23.4316,309
65,43,25.0014,0.62,60.0,462.54,536.19,1257.1,1034.78,7.05,9.02,175.85,1915.25,7997.32,0.94,36.27,165.08,2028.18,7872.19,10.8398,0.02,306,1915,84.93,14.28,8.6507,308
65,44,34.999,0.842,100.0,449.44,555.32,1358.15,1118.91,5.48,7.99,194.88,2222.87,8342.38,1.02,41.48,183.14,2387.99,8064.17,9.277,0.02,334,2223,100.0,14.98,9.019,307
65,45,20.0036,0.7,100.0,491.19,606.65,1480.84,1245.05,9.35,13.64,334.07,2323.84,8709.91,1.08,44.12,315.05,2387.96,8061.78,9.1889,0.02,364,2324,100.0,24.67,14.6839,306
65,46,42.0078,0.8404,100.0,445.0,549.23,1345.7,1112.54,3.91,5.71,139.23,2211.88,8315.88,1.02,41.59,130.36,2387.99,8079.71,9.3395,0.02,327,2212,100.0,10.61,6.3897,305
65,47,42.0046,0.84,100.0,445.0,548.82,1348.67,1109.37,3.91,5.71,139.13,2211.93,8318.13,1.02,41.87,130.39,2387.98,8078.94,9.326,0.02,329,2212,100.0,10.47,6.4111,304
65,48,0.0004,0.0,100.0,518.67,642.18,1585.4,1394.78,14.62,21.6,554.63,2388.01,9044.64,1.3,47.26,522.36,2387.99,8137.1,8.3793,0.03,391,2388,100.0,38.96,23.4022,303
65,49,0.0015,0.0,100.0,518.67,642.22,1584.02,1392.24,14.62,21.6,554.92,2388.02,9060.88,1.3,47.24,522.34,2388.0,8135.94,8.3931,0.03,390,2388,100.0,38.97,23.2879,302
65,50,20.0044,0.7004,100.0,491.19,607.18,1476.46,1237.12,9.35,13.64,334.43,2323.83,8716.2,1.08,44.19,314.57,2387.97,8065.03,9.2032,0.02,365,2324,100.0,24.63,14.8181,301
65,51,10.0026,0.2518,100.0,489.05,603.93,1497.7,1298.8,10.52,15.48,394.31,2318.73,8774.84,1.26,45.01,371.75,2387.97,8130.11,8.616,0.03,367,2319,100.0,28.78,17.2422,300
65,52,42.0042,0.84,100.0,445.0,549.75,1351.06,1121.81,3.91,5.71,137.48,2211.98,8316.6,1.02,41.83,130.82,2388.01,8081.6,9.3211,0.02,330,2212,100.0,10.54,6.2977,299
65,53,25.001,0.62,60.0,462.54,536.0,1255.59,1037.51,7.05,9.02,175.55,1915.29,8001.88,0.94,36.51,164.92,2028.17,7870.92,10.8524,0.02,307,1915,84.93,14.15,8.6096,298
65,54,25.0053,0.6216,60.0,462.54,536.73,1251.14,1045.1,7.05,9.02,175.57,1915.32,8008.15,0.94,36.58,164.95,2028.21,7870.54,10.839,0.02,306,1915,84.93,14.23,8.5242,297
65,55,10.0057,0.25,100.0,489.05,604.38,1499.35,1295.96,10.52,15.48,394.64,2318.77,8770.18,1.26,45.07,371.8,2387.96,8125.64,8.5915,0.03,369,2319,100.0,28.94,17.0744,296
65,56,20.0036,0.7016,100.0,491.19,606.92,1469.16,1243.74,9.35,13.64,334.92,2323.76,8723.8,1.08,44.02,314.33,2387.99,8059.04,9.1816,0.02,363,2324,100.0,24.58,14.7401,295
65,57,19.9994,0.7,100.0,491.19,606.64,1481.67,1244.98,9.35,13.64,334.05,2323.82,8711.14,1.08,44.0,314.84,2387.95,8058.66,9.1777,0.02,363,2324,100.0,24.49,14.7687,294
65,58,42.0002,0.84,100.0,445.0,548.89,1341.38,1112.71,3.91,5.71,138.38,2211.94,8312.17,1.02,41.95,130.31,2388.03,8079.52,9.3589,0.02,329,2212,100.0,10.6,6.3877,293
65,59,20.0001,0.7,100.0,491.19,606.88,1485.88,1241.59,9.35,13.64,335.59,2323.86,8721.42,1.08,43.99,315.82,2387.99,8067.6,9.1724,0.02,362,2324,100.0,24.76,14.7848,292
65,60,35.0009,0.84,100.0,449.44,555.43,1356.23,1123.81,5.48,7.99,195.02,2222.92,8345.63,1.02,41.67,183.4,2387.99,8069.36,9.2723,0.02,332,2223,100.0,15.11,8.9725,291
65,61,0.0021,0.0,100.0,518.67,641.72,1576.8,1402.79,14.62,21.6,554.83,2387.95,9050.08,1.3,46.92,522.13,2388.02,8135.89,8.4284,0.03,392,2388,100.0,38.94,23.5338,290
65,62,42.005,0.8414,100.0,445.0,548.88,1345.96,1117.9,3.91,5.71,138.99,2211.93,8308.87,1.02,41.76,130.54,2387.99,8082.59,9.3374,0.02,329,2212,100.0,10.54,6.4469,289
65,63,20.008,0.7009,100.0,491.19,607.07,1484.21,1237.38,9.35,13.64,334.5,2323.87,8720.81,1.08,43.91,315.41,2387.99,8062.89,9.1435,0.02,363,2324,100.0,24.68,14.8289,288
65,64,10.0077,0.2516,100.0,489.05,604.56,1490.06,1295.05,10.52,15.48,395.19,2318.71,8769.51,1.26,45.02,372.03,2388.0,8132.37,8.613,0.03,366,2319,100.0,28.79,17.1199,287
65,65,35.0067,0.84,100.0,449.44,555.37,1362.39,1121.02,5.48,8.0,195.07,2222.88,8343.4,1.02,41.62,183.52,2387.95,8063.25,9.2053,0.02,334,2223,100.0,14.91,8.9994,286
65,66,10.0077,0.2505,100.0,489.05,604.24,1490.65,1302.35,10.52,15.49,395.52,2318.78,8770.15,1.26,45.05,372.0,2388.02,8127.81,8.5581,0.03,366,2319,100.0,28.58,17.2289,285
65,67,35.0006,0.8409,100.0,449.44,555.13,1359.09,1125.4,5.48,7.99,194.98,2222.88,8349.31,1.02,41.74,183.54,2388.05,8065.53,9.2819,0.02,333,2223,100.0,14.91,9.0209,284
65,68,0.0016,0.0016,100.0,518.67,641.91,1580.73,1397.89,14.62,21.6,555.06,2388.02,9055.95,1.3,47.07,522.48,2388.02,8134.28,8.4184,0.03,389,2388,100.0,39.2,23.4332,283
65,69,25.0012,0.62,60.0,462.54,536.51,1251.96,1040.25,7.05,9.02,176.5,1915.34,8008.27,0.94,36.37,164.59,2028.16,7872.99,10.852,0.02,305,1915,84.93,14.39,8.6734,282
65,70,34.9983,0.8412,100.0,449.44,555.59,1363.01,1121.18,5.48,7.99,194.6,2222.89,8347.54,1.02,41.58,182.54,2387.98,8060.65,9.2872,0.02,333,2223,100.0,14.91,8.8444,281
65,71,42.0073,0.8417,100.0,445.0,548.83,1350.63,1111.64,3.91,5.71,138.95,2211.9,8323.02,1.02,41.8,130.61,2387.97,8080.64,9.293,0.02,330,2212,100.0,10.62,6.3687,280
65,72,25.0067,0.6205,60.0,462.54,536.52,1250.08,1039.21,7.05,9.02,175.36,1915.35,7997.32,0.94,36.34,164.49,2028.2,7870.57,10.8373,0.02,304,1915,84.93,14.3,8.5658,279
65,73,42.0074,0.84,100.0,445.0,549.21,1346.24,1118.47,3.91,5.71,138.7,2211.95,8312.81,1.02,41.52,130.91,2388.04,8072.6,9.319,0.02,329,2212,100.0,10.53,6.377,278
65,74,20.0026,0.7,100.0,491.19,606.41,1483.0,1238.35,9.35,13.64,335.07,2323.87,8710.97,1.08,43.96,314.86,2387.97,8057.63,9.1807,0.02,364,2324,100.0,24.56,14.8582,277
65,75,42.0059,0.8417,100.0,445.0,549.31,1345.86,1120.71,3.91,5.71,138.9,2211.84,8309.29,1.02,41.69,130.44,2388.04,8084.47,9.338,0.02,329,2212,100.0,10.65,6.4831,276
65,76,0.0017,0.0,100.0,518.67,641.76,1590.77,1393.86,14.62,21.6,555.13,2387.97,9054.14,1.3,46.88,522.62,2388.04,8139.15,8.4091,0.03,391,2388,100.0,39.03,23.3579,275
65,77,24.9981,0.62,60.0,462.54,536.35,1260.05,1035.66,7.05,9.02,175.16,1915.3,8006.47,0.94,36.56,164.31,2028.23,7870.51,10.8513,0.02,306,1915,84.93,14.14,8.6828,274
65,78,0.0026,0.0,100.0,518.67,641.75,1587.32,1392.61,14.62,21.6,555.02,2387.99,9052.12,1.3,47.03,523.2,2388.03,8135.28,8.3835,0.03,392,2388,100.0,39.03,23.4283,273
65,79,10.0066,0.25,100.0,489.05,603.97,1494.99,1291.3,10.52,15.48,395.12,2318.77,8776.81,1.26,45.07,372.13,2387.92,8127.59,8.6272,0.03,368,2319,100.0,28.76,17.1267,272
65,80,42.0043,0.8419,100.0,445.0,548.72,1352.65,1117.91,3.91,5.71,139.43,2211.99,8317.44,1.02,41.67,130.59,2388.03,8079.72,9.334,0.02,330,2212,100.0,10.8,6.3452,271
65,81,0.0,0.001,100.0,518.67,642.31,1580.18,1397.71,14.62,21.6,554.76,2388.04,9052.14,1.3,47.06,522.33,2388.03,8135.02,8.3708,0.03,392,2388,100.0,39.32,23.474,270
65,82,10.0028,0.25,100.0,489.05,604.0,1493.96,1294.97,10.52,15.48,394.63,2318.76,8775.13,1.26,44.81,371.57,2387.97,8130.53,8.6345,0.03,368,2319,100.0,28.68,17.2829,269
65,83,35.0062,0.84,100.0,449.44,555.56,1365.66,1118.8,5.48,7.99,194.51,2222.92,8340.68,1.02,41.77,182.96,2388.03,8067.83,9.2766,0.02,332,2223,100.0,14.86,8.9599,268
65,84,35.0037,0.8408,100.0,449.44,554.86,1357.92,1123.16,5.48,7.99,195.04,2222.96,8340.32,1.02,41.79,182.96,2387.99,8065.85,9.2808,0.02,332,2223,100.0,14.93,8.9414,267
65,85,25.0011,0.62,60.0,462.54,536.64,1248.93,1041.84,7.05,9.02,176.51,1915.31,8004.43,0.94,36.45,164.16,2028.24,7868.03,10.8784,0.02,307,1915,84.93,14.28,8.5624,266
65,86,42.0017,0.8401,100.0,445.0,549.18,1346.74,1121.45,3.91,5.71,138.17,2211.97,8314.67,1.02,41.62,130.31,2388.01,8089.42,9.3072,0.02,329,2212,100.0,10.63,6.4062,265
65,87,20.0031,0.7008,100.0,491.19,606.94,1476.74,1237.21,9.35,13.64,335.84,2323.81,8724.19,1.08,44.01,315.65,2388.0,8063.25,9.1703,0.02,364,2324,100.0,24.7,14.7999,264
65,88,9.9984,0.2509,100.0,489.05,603.95,1491.4,1299.3,10.52,15.48,395.28,2318.81,8775.5,1.26,45.19,371.49,2387.97,8124.83,8.6121,0.03,367,2319,100.0,28.75,17.1901,263
65,89,25.0017,0.6217,60.0,462.54,536.62,1262.66,1043.17,7.05,9.02,175.72,1915.32,7992.49,0.94,36.46,164.45,2028.23,7866.28,10.832,0.02,305,1915,84.93,14.34,8.5304,262
65,90,10.0011,0.25,100.0,489.05,604.4,1503.47,1297.81,10.52,15.49,395.34,2318.76,8773.45,1.26,44.96,371.52,2388.01,8131.88,8.5901,0.03,366,2319,100.0,28.7,17.2407,261
65,91,42.0016,0.8401,100.0,445.0,548.86,1348.47,1110.0,3.91,5.71,139.11,2211.99,8325.87,1.02,41.57,130.36,2388.02,8082.99,9.2786,0.02,329,2212,100.0,10.79,6.4047,260
65,92,20.0022,0.7,100.0,491.19,607.27,1476.07,1240.86,9.35,13.64,335.05,2323.82,8723.48,1.08,44.21,315.29,2387.99,8059.78,9.1918,0.02,364,2324,100.0,24.71,14.7386,259
65,93,10.0027,0.2509,100.0,489.05,603.93,1495.26,1292.32,10.52,15.48,395.33,2318.78,8781.53,1.26,44.94,371.94,2387.96,8126.76,8.5767,0.03,370,2319,100.0,28.73,17.1911,258
65,94,42.0066,0.84,100.0,445.0,549.25,1348.34,1110.62,3.91,5.71,139.05,2211.91,8309.85,1.02,41.76,130.76,2388.0,8080.4,9.2945,0.02,327,2212,100.0,10.58,6.5279,257
65,95,19.9991,0.7,100.0,491.19,606.9,1474.93,1243.55,9.35,13.64,334.64,2323.86,8708.9,1.08,44.16,314.94,2387.99,8057.94,9.1693,0.02,361,2324,100.0,24.58,14.7648,256
65,96,10.0051,0.25,100.0,489.05,604.21,1495.02,1289.81,10.52,15.48,395.2,2318.82,8777.14,1.26,45.06,371.94,2388.0,8130.57,8.6352,0.03,369,2319,100.0,28.68,17.1894,255
65,97,42.0009,0.8416,100.0,445.0,549.27,1354.45,1113.17,3.91,5.71,138.68,2211.95,8315.85,1.02,41.76,130.47,2387.99,8079.84,9.3233,0.02,328,2212,100.0,10.64,6.2869,254
65,98,0.0015,0.0014,100.0,518.67,642.06,1582.44,1393.17,14.62,21.6,554.5,2388.02,9051.26,1.3,47.17,522.64,2388.0,8138.76,8.4151,0.03,392,2388,100.0,39.18,23.4585,253
65,99,10.0075,0.2503,100.0,489.05,603.73,1499.39,1302.53,10.52,15.48,394.73,2318.82,8773.01,1.26,44.83,372.15,2388.04,8133.16,8.6201,0.03,368,2319,100.0,28.63,17.2782,252
65,100,0.0005,0.0002,100.0,518.67,642.22,1583.43,1390.57,14.62,21.6,555.42,2388.02,9054.48,1.3,46.98,522.38,2388.01,8132.68,8.3804,0.03,391,2388,100.0,39.05,23.5357,251
65,101,9.9988,0.2507,100.0,489.05,604.09,1490.75,1302.05,10.52,15.48,395.44,2318.81,8779.34,1.26,45.3,371.93,2387.97,8130.23,8.596,0.03,367,2319,100.0,28.81,17.3276,250
65,102,20.0038,0.7003,100.0,491.19,606.42,1476.46,1245.42,9.35,13.64,335.13,2323.91,8714.58,1.08,44.12,315.73,2387.95,8065.23,9.1402,0.02,363,2324,100.0,24.49,14.8,249
65,103,20.0067,0.7,100.0,491.19,606.84,1477.67,1239.59,9.35,13.64,335.23,2323.77,8718.25,1.07,44.04,315.47,2387.93,8060.32,9.1899,0.02,365,2324,100.0,24.74,14.7999,248
65,104,24.9985,0.6201,60.0,462.54,536.53,1252.38,1043.51,7.05,9.02,175.86,1915.33,8003.13,0.94,36.53,164.14,2028.2,7871.66,10.8329,0.02,305,1915,84.93,14.36,8.5213,247
65,105,42.0068,0.84,100.0,445.0,548.79,1348.11,1116.4,3.91,5.71,138.35,2211.9,8305.26,1.02,41.77,130.6,2387.96,8078.91,9.3187,0.02,329,2212,100.0,10.5,6.4134,246
65,106,0.0026,0.0005,100.0,518.67,641.84,1579.0,1394.95,14.62,21.6,554.12,2388.01,9053.39,1.3,47.23,522.12,2388.03,8137.65,8.3498,0.03,391,2388,100.0,39.2,23.4197,245
65,107,42.0007,0.8413,100.0,445.0,549.11,1354.28,1111.16,3.91,5.71,138.3,2211.96,8315.98,1.02,41.75,130.14,2388.03,8080.83,9.3028,0.02,329,2212,100.0,10.53,6.3189,244
65,108,10.0026,0.25,100.0,489.05,604.15,1492.32,1297.23,10.52,15.48,395.56,2318.75,8776.68,1.26,45.23,371.38,2388.02,8123.54,8.6051,0.03,367,2319,100.0,28.63,17.1878,243
65,109,35.0014,0.8402,100.0,449.44,555.13,1363.91,1118.34,5.48,7.99,194.47,2222.89,8347.04,1.02,41.66,183.57,2388.01,8068.4,9.2976,0.02,332,2223,100.0,14.89,9.0106,242
65,110,42.0017,0.84,100.0,445.0,549.04,1350.31,1110.92,3.91,5.71,138.51,2211.93,8316.47,1.02,41.61,130.61,2387.97,8086.08,9.3044,0.02,330,2212,100.0,10.66,6.3471,241
65,111,0.0013,0.0,100.0,518.67,642.16,1585.65,1391.99,14.62,21.6,554.86,2387.94,9062.45,1.3,47.09,523.01,2388.0,8137.34,8.3733,0.03,392,2388,100.0,38.91,23.4534,240
65,112,10.0012,0.2512,100.0,489.05,604.31,1497.65,1293.69,10.52,15.48,395.05,2318.76,8772.02,1.26,44.99,371.85,2387.96,8129.39,8.5976,0.03,369,2319,100.0,28.87,17.1873,239
65,113,20.0014,0.7001,100.0,491.19,607.06,1473.92,1242.98,9.35,13.64,335.89,2323.82,8721.31,1.08,43.96,315.46,2387.96,8058.63,9.1331,0.02,363,2324,100.0,24.62,14.7607,238
65,114,25.0073,0.6215,60.0,462.54,536.21,1249.68,1040.69,7.05,9.02,175.64,1915.27,8008.26,0.94,36.57,164.35,2028.21,7872.23,10.8316,0.02,305,1915,84.93,14.3,8.5868,237
65,115,42.0059,0.84,100.0,445.0,549.11,1352.18,1113.84,3.91,5.71,138.72,2211.96,8320.68,1.02,41.78,130.76,2387.98,8086.59,9.305,0.02,331,2212,100.0,10.8,6.3932,236
65,116,25.0044,0.6204,60.0,462.54,536.4,1254.06,1041.73,7.05,9.02,175.42,1915.3,8008.33,0.94,36.49,165.22,2028.2,7879.46,10.8194,0.02,306,1915,84.93,14.3,8.5965,235
65,117,34.9981,0.84,100.0,449.44,555.33,1355.85,1120.24,5.48,8.0,195.65,2222.98,8350.77,1.02,41.63,184.08,2388.04,8072.07,9.2548,0.02,332,2223,100.0,15.02,8.9778,234
65,118,42.0079,0.84,100.0,445.0,548.81,1343.45,1117.8,3.91,5.71,138.66,2211.97,8310.46,1.02,41.76,130.87,2388.0,8081.21,9.3092,0.02,329,2212,100.0,10.61,6.4208,233
65,119,42.0018,0.84,100.0,445.0,548.96,1348.13,1114.16,3.91,5.71,139.24,2211.91,8317.77,1.02,41.72,131.03,2387.94,8076.72,9.3122,0.02,327,2212,100.0,10.68,6.3296,232
65,120,0.0017,0.0019,100.0,518.67,641.97,1583.69,1391.73,14.62,21.6,554.64,2388.0,9054.04,1.3,47.09,522.58,2387.99,8134.66,8.4057,0.03,392,2388,100.0,39.05,23.4664,231
65,121,42.0035,0.84,100.0,445.0,549.15,1352.9,1122.71,3.91,5.71,139.31,2212.03,8320.01,1.02,41.7,130.72,2388.03,8087.96,9.299,0.02,332,2212,100.0,10.48,6.4423,230
65,122,0.0005,0.0018,100.0,518.67,641.77,1580.46,1387.53,14.62,21.6,554.77,2388.0,9052.06,1.3,47.12,522.84,2388.03,8140.72,8.3697,0.03,390,2388,100.0,38.89,23.4427,229
65,123,35.0064,0.84,100.0,449.44,555.48,1373.79,1125.75,5.48,7.99,194.75,2222.91,8343.85,1.02,41.55,183.5,2388.08,8074.67,9.2484,0.02,332,2223,100.0,15.0,9.0344,228
65,124,35.0046,0.84,100.0,449.44,555.37,1359.12,1122.38,5.48,7.99,195.4,2222.94,8351.53,1.02,41.65,183.46,2388.05,8064.88,9.2627,0.02,333,2223,100.0,14.89,8.9841,227
65,125,20.0079,0.7,100.0,491.19,607.08,1483.28,1244.81,9.35,13.64,335.46,2323.83,8728.12,1.08,44.22,315.56,2388.04,8062.82,9.1836,0.02,363,2324,100.0,24.67,14.8257,226
65,126,41.9995,0.8407,100.0,445.0,549.07,1345.19,1114.99,3.91,5.71,138.42,2211.95,8309.48,1.02,41.62,130.48,2388.05,8086.42,9.3115,0.02,329,2212,100.0,10.47,6.3664,225
65,127,41.9984,0.8402,100.0,445.0,549.06,1349.42,1108.96,3.91,5.71,138.76,2211.98,8317.49,1.02,41.97,130.98,2388.06,8087.89,9.3086,0.02,328,2212,100.0,10.7,6.4677,224
65,128,34.999,0.84,100.0,449.44,555.07,1352.27,1118.54,5.48,7.99,195.18,2222.91,8341.78,1.02,41.64,183.1,2388.04,8065.1,9.2721,0.02,332,2223,100.0,14.89,8.8142,223
65,129,34.9989,0.84,100.0,449.44,555.13,1358.69,1117.54,5.48,7.99,194.39,2222.9,8348.83,1.02,41.57,182.97,2388.0,8063.93,9.2857,0.02,332,2223,100.0,14.93,9.0353,222
65,130,25.0044,0.6214,60.0,462.54,536.17,1257.6,1041.69,7.05,9.02,175.5,1915.33,8011.54,0.94,36.51,164.91,2028.22,7867.14,10.8416,0.02,305,1915,84.93,14.3,8.6375,221
65,131,42.003,0.8416,100.0,445.0,549.37,1344.88,1125.61,3.91,5.71,138.37,2211.97,8315.17,1.02,41.77,130.81,2388.03,8084.17,9.3468,0.02,329,2212,100.0,10.55,6.3734,220
65,132,25.0019,0.62,60.0,462.54,536.69,1256.89,1042.24,7.05,9.01,176.2,1915.34,8013.0,0.94,36.57,164.51,2028.24,7871.74,10.844,0.02,306,1915,84.93,14.17,8.5692,219
65,133,25.006,0.62,60.0,462.54,536.56,1264.15,1045.15,7.05,9.02,175.25,1915.37,8010.87,0.94,36.44,164.88,2028.2,7874.16,10.8398,0.02,306,1915,84.93,14.33,8.6337,218
65,134,0.0001,0.0,100.0,518.67,642.41,1584.14,1401.08,14.62,21.6,555.8,2388.03,9053.99,1.3,47.01,523.36,2387.99,8138.71,8.4171,0.03,391,2388,100.0,39.16,23.4126,217
65,135,42.008,0.84,100.0,445.0,549.59,1355.27,1117.29,3.91,5.71,138.93,2211.99,8319.62,1.02,41.76,131.15,2388.0,8080.19,9.3223,0.02,329,2212,100.0,10.43,6.3809,216
65,136,0.0011,0.0,100.0,518.67,642.17,1582.67,1392.9,14.62,21.6,555.82,2387.98,9057.05,1.3,47.17,522.72,2387.99,8138.1,8.4157,0.03,390,2388,100.0,39.2,23.5418,215
65,137,20.0025,0.7006,100.0,491.19,607.04,1479.52,1235.25,9.35,13.64,335.66,2323.87,8725.2,1.08,44.04,315.95,2388.04,8061.72,9.1791,0.02,362,2324,100.0,24.4,14.8845,214
65,138,42.0076,0.8407,100.0,445.0,549.03,1346.95,1116.06,3.91,5.71,138.79,2211.97,8321.37,1.02,41.92,130.6,2388.07,8092.29,9.3173,0.02,331,2212,100.0,10.56,6.4103,213
65,139,0.0028,0.0007,100.0,518.67,641.97,1581.5,1397.96,14.62,21.6,555.5,2388.06,9054.82,1.3,47.18,523.86,2388.05,8137.34,8.372,0.03,392,2388,100.0,39.07,23.4279,212
65,140,20.0045,0.7011,100.0,491.19,606.51,1474.03,1239.87,9.35,13.64,334.84,2323.89,8713.67,1.08,43.98,315.38,2388.04,8058.61,9.1796,0.02,364,2324,100.0,24.66,14.721,211
65,141,10.0045,0.2511,100.0,489.05,604.62,1498.68,1299.05,10.52,15.48,395.94,2318.82,8779.57,1.26,45.21,371.91,2388.0,8129.2,8.6043,0.03,368,2319,100.0,28.83,17.2415,210
65,142,10.0006,0.2511,100.0,489.05,604.45,1497.26,1296.77,10.52,15.48,395.87,2318.8,8774.49,1.26,45.08,372.15,2388.03,8128.13,8.5851,0.03,368,2319,100.0,28.72,17.2245,209
65,143,42.0034,0.84,100.0,445.0,549.47,1339.6,1118.46,3.91,5.71,139.23,2211.96,8322.8,1.02,41.67,130.94,2387.97,8085.5,9.3024,0.02,329,2212,100.0,10.54,6.3664,208
65,144,19.9986,0.7,100.0,491.19,606.79,1479.95,1240.12,9.35,13.65,335.57,2323.94,8725.59,1.08,44.07,315.29,2388.06,8063.94,9.1623,0.02,362,2324,100.0,24.51,14.8116,207
65,145,42.0027,0.84,100.0,445.0,549.23,1347.78,1122.74,3.91,5.71,138.72,2211.94,8318.18,1.02,41.77,130.69,2388.03,8085.44,9.3402,0.02,330,2212,100.0,10.59,6.2966,206
65,146,24.9982,0.62,60.0,462.54,536.56,1259.88,1044.63,7.05,9.02,175.56,1915.34,8007.34,0.94,36.45,165.18,2028.26,7871.54,10.8263,0.02,307,1915,84.93,14.36,8.5491,205
